category,address,name,getName,getType,accessType,size,autodetectedSize,getSize,getVrom,sectionType,isDefined,isUserDeclared,isAutogenerated,isMaybeString,referenceCounter,overlayCategory,unknownSegment,isGot,isGotGlobal,isGotLocal
symbol,0x49475C,None,.L0049475C,@branchlabel,None,None,None,0x4,0x9475C,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x4947D8,None,.L004947D8,@branchlabel,None,None,None,0x4,0x947D8,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x4947F4,None,.L004947F4,@branchlabel,None,None,None,0x4,0x947F4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494804,None,.L00494804,@branchlabel,None,None,None,0x4,0x94804,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x494818,None,.L00494818,@branchlabel,None,None,None,0x4,0x94818,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49481C,None,.L0049481C,@branchlabel,None,None,None,0x4,0x9481C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x49488C,None,.L0049488C,@branchlabel,None,None,None,0x4,0x9488C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494898,None,.L00494898,@branchlabel,None,None,None,0x4,0x94898,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4948EC,None,.L004948EC,@branchlabel,None,None,None,0x4,0x948EC,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x494910,None,.L00494910,@branchlabel,None,None,None,0x4,0x94910,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x49494C,None,.L0049494C,@branchlabel,None,None,None,0x4,0x9494C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494984,None,.L00494984,@branchlabel,None,None,None,0x4,0x94984,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494988,None,.L00494988,@branchlabel,None,None,None,0x4,0x94988,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4949A4,None,.L004949A4,@branchlabel,None,None,None,0x4,0x949A4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4949AC,None,.L004949AC,@branchlabel,None,None,None,0x4,0x949AC,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4949BC,None,.L004949BC,@branchlabel,None,None,None,0x4,0x949BC,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x4949C4,None,.L004949C4,@branchlabel,None,None,None,0x4,0x949C4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494AB4,None,.L00494AB4,@branchlabel,None,None,None,0x4,0x94AB4,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x494AF4,None,.L00494AF4,@branchlabel,None,None,None,0x4,0x94AF4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494B34,None,.L00494B34,@branchlabel,None,None,None,0x4,0x94B34,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494B5C,None,.L00494B5C,@branchlabel,None,None,None,0x4,0x94B5C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494B74,None,.L00494B74,@branchlabel,None,None,None,0x4,0x94B74,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494BAC,None,.L00494BAC,@branchlabel,None,None,None,0x4,0x94BAC,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494BB8,None,.L00494BB8,@branchlabel,None,None,None,0x4,0x94BB8,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494C9C,None,.L00494C9C,@branchlabel,None,None,None,0x4,0x94C9C,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494CF4,None,.L00494CF4,@branchlabel,None,None,None,0x4,0x94CF4,.text,True,False,True,False,1,None,False,False,False,False
symbol,0x494D4C,None,.L00494D4C,@branchlabel,None,None,None,0x4,0x94D4C,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x494D54,None,.L00494D54,@branchlabel,None,None,None,0x4,0x94D54,.text,True,False,True,False,2,None,False,False,False,False
symbol,0x494DD0,None,.L00494DD0,@branchlabel,None,None,None,0x4,0x94DD0,.text,True,False,True,False,3,None,False,False,False,False
symbol,0x494DF0,None,.L00494DF0,@branchlabel,None,None,None,0x4,0x94DF0,.text,True,False,True,False,1,None,False,False,False,False
