offset,vram,.dummy
000120,00400120,interp

offset,vram,.text
01F560,0041F560,edgcpfe_01F560
01FD50,0041FD50,edgcpfe_01FD50
# 03F298,0043F298,edgcpfe_03F298
# 052C18,00452C18,edgcpfe_052C18
0531A0,004531A0,edgcpfe_0531A0
064680,00464680,edgcpfe_064680
06C510,0046C510,edgcpfe_06C510
# 0795F8,004795F8,edgcpfe_0795F8
07AB00,0047AB00,edgcpfe_07AB00
08E690,0048E690,edgcpfe_08E690
098F30,00498F30,edgcpfe_098F30
0996F0,004996F0,edgcpfe_0996F0
0A9B80,004A9B80,edgcpfe_0A9B80
0AB070,004AB070,edgcpfe_0AB070
0ACFA0,004ACFA0,edgcpfe_0ACFA0
0BB2F0,004BB2F0,edgcpfe_0BB2F0
# 0BC8E4,004BC8E4,edgcpfe_0BC8E4
0D8210,004D8210,edgcpfe_0D8210
0DCAE0,004DCAE0,edgcpfe_0DCAE0
# 0E6134,004E6134,edgcpfe_0E6134
0F9330,004F9330,edgcpfe_0F9330
0FA240,004FA240,edgcpfe_0FA240
100790,00500790,edgcpfe_100790
101100,00501100,edgcpfe_101100
# 120EC4,00520EC4,edgcpfe_120EC4
# 12E044,0052E044,edgcpfe_12E044
164B30,00564B30,edgcpfe_164B30
165840,00565840,edgcpfe_165840
1664D0,005664D0,edgcpfe_1664D0
166C80,00566C80,edgcpfe_166C80
168BD0,00568BD0,edgcpfe_168BD0
169670,00569670,edgcpfe_169670
169790,00569790,edgcpfe_169790
16A0A0,0056A0A0,edgcpfe_16A0A0
16A5A0,0056A5A0,edgcpfe_16A5A0
16A680,0056A680,edgcpfe_16A680
16AB90,0056AB90,edgcpfe_16AB90
16B0B0,0056B0B0,edgcpfe_16B0B0
16BC30,0056BC30,edgcpfe_16BC30

offset,vram,.dummy
17C360,0057C360,init

offset,vram,.data
17D000,10000000,edgcpfe_17D000

offset,vram,.rodata
1828B0,100058B0,edgcpfe_1828B0
183700,10006700,edgcpfe_183700
1837F0,100067F0,edgcpfe_1837F0
183F00,10006F00,edgcpfe_183F00
183F20,10006F20,edgcpfe_183F20
184320,10007320,edgcpfe_184320
184950,10007950,edgcpfe_184950
184C40,10007C40,edgcpfe_184C40
1853E0,100083E0,edgcpfe_1853E0
185400,10008400,edgcpfe_185400
185440,10008440,edgcpfe_185440
18C7E0,1000F7E0,edgcpfe_18C7E0
18C810,1000F810,edgcpfe_18C810
18C960,1000F960,edgcpfe_18C960
18CBE0,1000FBE0,edgcpfe_18CBE0
18CC00,1000FC00,edgcpfe_18CC00
18D040,10010040,edgcpfe_18D040
18D150,10010150,edgcpfe_18D150
18D170,10010170,edgcpfe_18D170
18D270,10010270,edgcpfe_18D270
18D5A0,100105A0,edgcpfe_18D5A0
18D820,10010820,edgcpfe_18D820
18D970,10010970,edgcpfe_18D970
18E1A0,100111A0,edgcpfe_18E1A0
18E220,10011220,edgcpfe_18E220
18E6C0,100116C0,edgcpfe_18E6C0
18E7C0,100117C0,edgcpfe_18E7C0
18EB10,10011B10,edgcpfe_18EB10
18EB30,10011B30,edgcpfe_18EB30
18EF10,10011F10,edgcpfe_18EF10
18F230,10012230,edgcpfe_18F230
18F2A0,100122A0,edgcpfe_18F2A0
18F480,10012480,edgcpfe_18F480
18F590,10012590,edgcpfe_18F590
190340,10013340,edgcpfe_190340
190490,10013490,edgcpfe_190490
190520,10013520,edgcpfe_190520
1907E0,100137E0,edgcpfe_1907E0
190800,10013800,edgcpfe_190800
190810,10013810,edgcpfe_190810
1908A0,100138A0,edgcpfe_1908A0
1908D0,100138D0,edgcpfe_1908D0
190A40,10013A40,edgcpfe_190A40
190B00,10013B00,edgcpfe_190B00
190B30,10013B30,edgcpfe_190B30
190BD0,10013BD0,edgcpfe_190BD0
190DE0,10013DE0,edgcpfe_190DE0
1910A0,100140A0,edgcpfe_1910A0
191200,10014200,edgcpfe_191200
191230,10014230,edgcpfe_191230
191440,10014440,edgcpfe_191440
191480,10014480,edgcpfe_191480
1914F0,100144F0,edgcpfe_1914F0
191540,10014540,edgcpfe_191540
191650,10014650,edgcpfe_191650
1918A0,100148A0,edgcpfe_1918A0
192740,10015740,edgcpfe_192740
192BD0,10015BD0,edgcpfe_192BD0
192C60,10015C60,edgcpfe_192C60
192CF0,10015CF0,edgcpfe_192CF0
192D10,10015D10,edgcpfe_192D10
192E00,10015E00,edgcpfe_192E00
192E60,10015E60,edgcpfe_192E60
192E80,10015E80,edgcpfe_192E80
193440,10016440,edgcpfe_193440
193F80,10016F80,edgcpfe_193F80

offset,vram,.dummy
193FA0,10016FA0,got

offset,vram,.bss
1961C0,100191C0,edgcpfe_100191C0

1BF3D0,100423D0,.end
