category,address,name,getName,dynsymIndex,getType,accessType,size,autodetectedSize,getSize,getVrom,sectionType,isDefined,isUserDeclared,isAutogenerated,isMaybeString,referenceCounter,overlayCategory,unknownSegment,isGot,isGotGlobal,isGotLocal,gotIndex,isAutoCreatedPad
symbol,0x46BE40,None,.L0046BE40,None,@branchlabel,None,None,None,0x4,0x6BE40,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BE60,None,.L0046BE60,None,@branchlabel,None,None,None,0x4,0x6BE60,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BEA4,None,.L0046BEA4,None,@branchlabel,None,None,None,0x4,0x6BEA4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BEB4,None,.L0046BEB4,None,@branchlabel,None,None,None,0x4,0x6BEB4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BEDC,None,.L0046BEDC,None,@branchlabel,None,None,None,0x4,0x6BEDC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BEE0,None,.L0046BEE0,None,@branchlabel,None,None,None,0x4,0x6BEE0,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BEF0,None,.L0046BEF0,None,@branchlabel,None,None,None,0x4,0x6BEF0,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BF28,None,.L0046BF28,None,@branchlabel,None,None,None,0x4,0x6BF28,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BF2C,None,.L0046BF2C,None,@branchlabel,None,None,None,0x4,0x6BF2C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BF50,None,.L0046BF50,None,@branchlabel,None,None,None,0x4,0x6BF50,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BF84,None,.L0046BF84,None,@branchlabel,None,None,None,0x4,0x6BF84,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BFCC,None,.L0046BFCC,None,@branchlabel,None,None,None,0x4,0x6BFCC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46BFEC,None,.L0046BFEC,None,@branchlabel,None,None,None,0x4,0x6BFEC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C010,None,.L0046C010,None,@branchlabel,None,None,None,0x4,0x6C010,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C028,None,.L0046C028,None,@branchlabel,None,None,None,0x4,0x6C028,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C04C,None,.L0046C04C,None,@branchlabel,None,None,None,0x4,0x6C04C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C06C,None,.L0046C06C,None,@branchlabel,None,None,None,0x4,0x6C06C,.text,True,False,True,False,8,None,False,False,False,False,None,False
symbol,0x46C070,None,.L0046C070,None,@branchlabel,None,None,None,0x4,0x6C070,.text,True,False,True,False,4,None,False,False,False,False,None,False
symbol,0x46C080,member_pack,member_pack,446,@function,None,0x3C,0x3C,0x3C,0x6C080,.text,True,True,False,False,0,None,False,True,True,False,350,False
symbol,0x46C0A4,None,.L0046C0A4,None,@branchlabel,None,None,None,0x4,0x6C0A4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C0BC,set_def_member_pack,set_def_member_pack,447,@function,None,0x4C,0x54,0x4C,0x6C0BC,.text,True,True,False,False,0,None,False,True,True,False,351,False
symbol,0x46C0E4,None,.L0046C0E4,None,@branchlabel,None,None,None,0x4,0x6C0E4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C0F8,None,.L0046C0F8,None,@branchlabel,None,None,None,0x4,0x6C0F8,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C110,None,func_0046C110,None,@function,None,None,0xE0,0xE0,0x6C110,.text,True,False,True,False,2,None,False,True,False,True,None,False
symbol,0x46C170,None,.L0046C170,None,@branchlabel,None,None,None,0x4,0x6C170,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C1AC,None,.L0046C1AC,None,@branchlabel,None,None,None,0x4,0x6C1AC,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C1B0,None,.L0046C1B0,None,@branchlabel,None,None,None,0x4,0x6C1B0,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C1DC,None,.L0046C1DC,None,@branchlabel,None,None,None,0x4,0x6C1DC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C1E0,None,.L0046C1E0,None,@branchlabel,None,None,None,0x4,0x6C1E0,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C1F0,None,func_0046C1F0,None,@function,None,None,0xE0,0xE0,0x6C1F0,.text,True,False,True,False,1,None,False,True,False,True,None,False
symbol,0x46C250,None,.L0046C250,None,@branchlabel,None,None,None,0x4,0x6C250,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C28C,None,.L0046C28C,None,@branchlabel,None,None,None,0x4,0x6C28C,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C290,None,.L0046C290,None,@branchlabel,None,None,None,0x4,0x6C290,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C2BC,None,.L0046C2BC,None,@branchlabel,None,None,None,0x4,0x6C2BC,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C2C0,None,.L0046C2C0,None,@branchlabel,None,None,None,0x4,0x6C2C0,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C2D0,map_filename_to_ifd_idn,map_filename_to_ifd_idn,448,@function,None,0x1CC,0x1CC,0x1CC,0x6C2D0,.text,True,True,False,False,0,None,False,True,True,False,352,False
symbol,0x46C38C,None,.L0046C38C,None,@branchlabel,None,None,None,0x4,0x6C38C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C418,None,.L0046C418,None,@branchlabel,None,None,None,0x4,0x6C418,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C484,None,.L0046C484,None,@branchlabel,None,None,None,0x4,0x6C484,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C488,None,.L0046C488,None,@branchlabel,None,None,None,0x4,0x6C488,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C49C,None,func_0046C49C,None,@function,None,None,0x74,0x74,0x6C49C,.text,True,False,True,False,2,None,False,True,False,True,None,False
symbol,0x46C510,register_file,register_file,449,@function,None,0x258,0x258,0x258,0x6C510,.text,True,True,False,False,0,None,False,True,True,False,353,False
symbol,0x46C61C,None,.L0046C61C,None,@branchlabel,None,None,None,0x4,0x6C61C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C638,None,.L0046C638,None,@branchlabel,None,None,None,0x4,0x6C638,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C690,None,.L0046C690,None,@branchlabel,None,None,None,0x4,0x6C690,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C6D0,None,.L0046C6D0,None,@branchlabel,None,None,None,0x4,0x6C6D0,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C72C,None,.L0046C72C,None,@branchlabel,None,None,None,0x4,0x6C72C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C740,None,.L0046C740,None,@branchlabel,None,None,None,0x4,0x6C740,.text,True,False,True,False,4,None,False,False,False,False,None,False
symbol,0x46C744,None,.L0046C744,None,@branchlabel,None,None,None,0x4,0x6C744,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C768,loc_to_cppline,loc_to_cppline,450,@function,None,0xD8,0xD8,0xD8,0x6C768,.text,True,True,False,False,0,None,False,True,True,False,354,False
symbol,0x46C790,None,.L0046C790,None,@branchlabel,None,None,None,0x4,0x6C790,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C7A4,None,.L0046C7A4,None,@branchlabel,None,None,None,0x4,0x6C7A4,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C7DC,None,.L0046C7DC,None,@branchlabel,None,None,None,0x4,0x6C7DC,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C7F0,None,.L0046C7F0,None,@branchlabel,None,None,None,0x4,0x6C7F0,.text,True,False,True,False,2,None,False,False,False,False,None,False
symbol,0x46C800,None,.L0046C800,None,@branchlabel,None,None,None,0x4,0x6C800,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C814,None,.L0046C814,None,@branchlabel,None,None,None,0x4,0x6C814,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C824,None,.L0046C824,None,@branchlabel,None,None,None,0x4,0x6C824,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C82C,None,.L0046C82C,None,@branchlabel,None,None,None,0x4,0x6C82C,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C838,None,.L0046C838,None,@branchlabel,None,None,None,0x4,0x6C838,.text,True,False,True,False,1,None,False,False,False,False,None,False
symbol,0x46C840,real_file_line,real_file_line,451,@function,None,0xB4,0xB4,0xB4,0x6C840,.text,True,True,False,False,0,None,False,True,True,False,355,False
symbol,0x46C8BC,None,.L0046C8BC,None,@branchlabel,None,None,None,0x4,0x6C8BC,.text,True,False,True,False,1,None,False,False,False,False,None,False
